provincia_id,provincia_nombre,anio,poblacion_total,poblacion_masculina,poblacion_femenina
78,SANTA CRUZ,2039,538886,275973,262913
78,SANTA CRUZ,2040,547960,280557,267403
82,SANTE FE,2010,3257907,1582187,1675720
82,SANTE FE,2011,3285408,1595978,1689430
82,SANTE FE,2012,3313212,1609962,1703250
82,SANTE FE,2013,3341228,1624091,1717137
82,SANTE FE,2014,3369365,1638315,1731050
82,SANTE FE,2015,3397532,1652581,1744951
82,SANTE FE,2016,3425656,1666849,1758807
82,SANTE FE,2017,3453674,1681084,1772590
82,SANTE FE,2018,3481514,1695244,1786270
82,SANTE FE,2019,3509113,1709293,1799820
82,SANTE FE,2020,3536418,1723202,1813216
82,SANTE FE,2021,3563390,1736949,1826441
82,SANTE FE,2022,3589999,1750516,1839483
82,SANTE FE,2023,3616227,1763893,1852334
82,SANTE FE,2024,3642063,1777073,1864990
82,SANTE FE,2025,3667505,1790055,1877450
82,SANTE FE,2026,3692543,1802832,1889711
82,SANTE FE,2027,3717160,1815397,1901763
82,SANTE FE,2028,3741348,1827746,1913602
82,SANTE FE,2029,3765111,1839880,1925231
82,SANTE FE,2030,3788453,1851803,1936650
82,SANTE FE,2031,3811368,1863513,1947855
82,SANTE FE,2032,3833857,1875010,1958847
82,SANTE FE,2033,3855933,1886302,1969631
82,SANTE FE,2034,3877606,1897394,1980212
82,SANTE FE,2035,3898888,1908293,1990595
82,SANTE FE,2036,3919780,1919000,2000780
82,SANTE FE,2037,3940283,1929517,2010766
82,SANTE FE,2038,3960409,1939849,2020560
82,SANTE FE,2039,3980166,1950001,2030165
82,SANTE FE,2040,3999563,1959977,2039586
86,SANTIAGO DEL ESTERO,2010,879246,438380,440866
86,SANTIAGO DEL ESTERO,2011,888809,443034,445775
86,SANTIAGO DEL ESTERO,2012,898484,447753,450731
86,SANTIAGO DEL ESTERO,2013,908268,452534,455734
86,SANTIAGO DEL ESTERO,2014,918147,457369,460778
86,SANTIAGO DEL ESTERO,2015,928097,462244,465853
86,SANTIAGO DEL ESTERO,2016,938109,467154,470955
86,SANTIAGO DEL ESTERO,2017,948172,472093,476079
86,SANTIAGO DEL ESTERO,2018,958251,477042,481209
86,SANTIAGO DEL ESTERO,2019,968309,481983,486326
86,SANTIAGO DEL ESTERO,2020,978313,486897,491416
86,SANTIAGO DEL ESTERO,2021,988245,491775,496470
86,SANTIAGO DEL ESTERO,2022,998093,496611,501482
86,SANTIAGO DEL ESTERO,2023,1007830,501391,506439
86,SANTIAGO DEL ESTERO,2024,1017428,506101,511327
86,SANTIAGO DEL ESTERO,2025,1026866,510729,516137
86,SANTIAGO DEL ESTERO,2026,1036139,515273,520866
86,SANTIAGO DEL ESTERO,2027,1045247,519733,525514
86,SANTIAGO DEL ESTERO,2028,1054179,524104,530075
86,SANTIAGO DEL ESTERO,2029,1062924,528380,534544
86,SANTIAGO DEL ESTERO,2030,1071469,532554,538915
86,SANTIAGO DEL ESTERO,2031,1079809,536624,543185
86,SANTIAGO DEL ESTERO,2032,1087938,540587,547351
86,SANTIAGO DEL ESTERO,2033,1095850,544439,551411
86,SANTIAGO DEL ESTERO,2034,1103532,548175,555357
86,SANTIAGO DEL ESTERO,2035,1110978,551792,559186
86,SANTIAGO DEL ESTERO,2036,1118189,555290,562899
86,SANTIAGO DEL ESTERO,2037,1125165,558670,566495
86,SANTIAGO DEL ESTERO,2038,1131905,561932,569973
86,SANTIAGO DEL ESTERO,2039,1138412,565078,573334
86,SANTIAGO DEL ESTERO,2040,1144686,568107,576579
90,TUCUMÁN,2010,1489225,733744,755481
90,TUCUMÁN,2011,1509932,744127,765805
90,TUCUMÁN,2012,1530689,754541,776148
90,TUCUMÁN,2013,1551460,764968,786492
90,TUCUMÁN,2014,1572205,775385,796820
90,TUCUMÁN,2015,1592878,785767,807111
90,TUCUMÁN,2016,1613476,796112,817364
90,TUCUMÁN,2017,1633992,806416,827576
90,TUCUMÁN,2018,1654388,816658,837730
90,TUCUMÁN,2019,1674622,826817,847805
90,TUCUMÁN,2020,1694656,836871,857785
90,TUCUMÁN,2021,1714487,846819,867668
90,TUCUMÁN,2022,1734118,856662,877456
90,TUCUMÁN,2023,1753523,866387,887136
90,TUCUMÁN,2024,1772680,875982,896698
90,TUCUMÁN,2025,1791571,885438,906133
90,TUCUMÁN,2026,1810210,894762,915448
90,TUCUMÁN,2027,1828610,903961,924649
90,TUCUMÁN,2028,1846761,913032,933729
90,TUCUMÁN,2029,1864652,921969,942683
90,TUCUMÁN,2030,1882275,930769,951506
90,TUCUMÁN,2031,1899633,939434,960199
90,TUCUMÁN,2032,1916730,947968,968762
90,TUCUMÁN,2033,1933560,956368,977192
90,TUCUMÁN,2034,1950114,964630,985484
90,TUCUMÁN,2035,1966384,972751,993633
90,TUCUMÁN,2036,1982373,980734,1001639
90,TUCUMÁN,2037,1998086,988581,1009505
90,TUCUMÁN,2038,2013520,996292,1017228
90,TUCUMÁN,2039,2028678,1003868,1024810
90,TUCUMÁN,2040,2043560,1011310,1032250
94,TIERRA DEL FUEGO,2010,131661,67235,64426
94,TIERRA DEL FUEGO,2011,135742,69310,66432
94,TIERRA DEL FUEGO,2012,139852,71398,68454
94,TIERRA DEL FUEGO,2013,143987,73498,70489
94,TIERRA DEL FUEGO,2014,148143,75608,72535
94,TIERRA DEL FUEGO,2015,152317,77725,74592
94,TIERRA DEL FUEGO,2016,156509,79850,76659
94,TIERRA DEL FUEGO,2017,160720,81983,78737
94,TIERRA DEL FUEGO,2018,164944,84121,80823
94,TIERRA DEL FUEGO,2019,169183,86265,82918
94,TIERRA DEL FUEGO,2020,173432,88412,85020
94,TIERRA DEL FUEGO,2021,177697,90565,87132
94,TIERRA DEL FUEGO,2022,181983,92727,89256
94,TIERRA DEL FUEGO,2023,186285,94895,91390
94,TIERRA DEL FUEGO,2024,190601,97068,93533
94,TIERRA DEL FUEGO,2025,194926,99244,95682
94,TIERRA DEL FUEGO,2026,199248,101416,97832
94,TIERRA DEL FUEGO,2027,203558,103580,99978
94,TIERRA DEL FUEGO,2028,207851,105732,102119
94,TIERRA DEL FUEGO,2029,212126,107872,104254
94,TIERRA DEL FUEGO,2030,216380,110000,106380
94,TIERRA DEL FUEGO,2031,220617,112117,108500
94,TIERRA DEL FUEGO,2032,224843,114226,110617
94,TIERRA DEL FUEGO,2033,229055,116326,112729
94,TIERRA DEL FUEGO,2034,233252,118417,114835
94,TIERRA DEL FUEGO,2035,237433,120498,116935
94,TIERRA DEL FUEGO,2036,241593,122567,119026
94,TIERRA DEL FUEGO,2037,245734,124625,121109
94,TIERRA DEL FUEGO,2038,249853,126670,123183
94,TIERRA DEL FUEGO,2039,253948,128702,125246
94,TIERRA DEL FUEGO,2040,258020,130721,127299
